layerId nodeId binId sigmaInterval_lb sigmaInterval_ub sigmaFreq
1 0 0 -0.0081886349 0.0702889810 280
1 0 1 0.0702889810 0.1487665969 972
1 0 2 0.1487665969 0.2272442128 1728
1 0 3 0.2272442128 0.3057218287 677
1 0 4 0.3057218287 0.3841994446 330
1 0 5 0.3841994446 0.4626770605 40
1 1 0 -0.0121778890 0.0517659392 851
1 1 1 0.0517659392 0.1157097674 1516
1 1 2 0.1157097674 0.1796535956 1193
1 1 3 0.1796535956 0.2435974238 379
1 1 4 0.2435974238 0.3075412520 87
1 1 5 0.3075412520 0.3714850802 1
1 2 0 -0.0134491441 0.0983364420 883
1 2 1 0.0983364420 0.2101220281 1734
1 2 2 0.2101220281 0.3219076142 856
1 2 3 0.3219076142 0.4336932003 458
1 2 4 0.4336932003 0.5454787864 94
1 2 5 0.5454787864 0.6572643725 2
1 3 0 -0.0429373799 -0.0340811875 15
1 3 1 -0.0340811875 -0.0252249951 166
1 3 2 -0.0252249951 -0.0163688027 1481
1 3 3 -0.0163688027 -0.0075126103 1737
1 3 4 -0.0075126103 0.0013435821 510
1 3 5 0.0013435821 0.0101997745 45
1 3 6 0.0101997745 0.0190559669 15
1 3 7 0.0190559669 0.0279121593 27
1 3 8 0.0279121593 0.0367683517 18
1 3 9 0.0367683517 0.0456245441 5
1 3 10 0.0456245441 0.0544807365 4
1 3 11 0.0544807365 0.0633369289 3
1 3 13 0.0721931213 0.0810493137 1
1 4 0 -0.1267572785 -0.1037033413 41
1 4 1 -0.1037033413 -0.0806494041 282
1 4 2 -0.0806494041 -0.0575954669 904
1 4 3 -0.0575954669 -0.0345415297 1554
1 4 4 -0.0345415297 -0.0114875925 1097
1 4 5 -0.0114875925 0.0115663447 141
1 4 6 0.0115663447 0.0346202819 7
1 4 7 0.0346202819 0.0576742191 1
1 5 0 -0.1410496487 -0.1173426320 29
1 5 1 -0.1173426320 -0.0936356153 141
1 5 2 -0.0936356153 -0.0699285986 563
1 5 3 -0.0699285986 -0.0462215819 1074
1 5 4 -0.0462215819 -0.0225145652 1659
1 5 5 -0.0225145652 0.0011924515 557
1 5 6 0.0011924515 0.0248994682 4
